tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
2071,69.0,3769,686,25,3016,750,0,3,2302,498.55,0.591,0.606,0.187,0.059,0.559,-0.602,1.826,0.4108,2.1444,0.553,0.001,0.020,0.101,-0.046,250,18,168,0,163,0,62571.62,23830.420,12339.860,31.207,9131.803,100.477,14771.662,3196.339,4109.448,10168.960,8135.169,7711.266,98.878,6043.549,0.000154,-0.001046,0,8432,168,0,168,168,30746
2101,70.0,3702,719,24,2898,802,0,2,2173,478.51,0.606,0.616,0.189,0.060,0.548,-0.601,1.830,0.4107,2.1363,0.575,0.001,0.024,0.099,-0.048,199,7,136,0,137,0,64407.65,24598.300,12909.633,27.698,8805.833,96.786,14705.133,3255.691,3945.764,9415.858,7532.686,6063.957,164.605,5681.287,0.000155,-0.002126,0,8787,136,0,136,136,30620
2131,71.0,3693,748,24,2805,886,0,2,2105,473.85,0.625,0.632,0.199,0.063,0.534,-0.605,1.834,0.4103,2.1127,0.585,0.001,0.019,0.097,-0.049,200,7,134,0,108,0,67941.91,25474.768,14455.797,28.037,9145.076,90.966,15074.292,3377.262,3777.312,10630.053,8504.042,6092.215,124.717,5852.531,0.000151,-0.000044,0,9562,134,0,133,133,31590
2161,72.0,3700,843,24,2737,961,0,2,1966,413.16,0.642,0.644,0.213,0.064,0.522,-0.606,1.835,0.4118,2.0681,0.578,0.001,0.022,0.095,-0.051,203,10,147,0,88,0,71467.79,26118.268,14984.618,28.446,9332.683,89.168,15373.287,3422.167,3572.909,11126.365,8901.092,6875.052,189.938,5946.833,0.000292,0.003531,0,9436,147,0,147,147,32824
2191,73.0,3751,875,24,2680,1070,0,1,1956,371.21,0.663,0.665,0.231,0.066,0.506,-0.606,1.836,0.4112,2.0749,0.570,0.001,0.019,0.092,-0.054,174,6,168,0,84,0,75860.34,26888.282,18106.542,32.645,10493.884,82.551,16189.385,3764.571,3401.565,13605.128,10884.103,7584.205,328.168,6645.999,0.000161,0.004009,0,10455,168,0,168,168,33340
2221,74.0,3813,815,24,2634,1178,0,1,1958,332.70,0.682,0.684,0.249,0.068,0.490,-0.607,1.837,0.4101,2.0810,0.587,0.001,0.020,0.090,-0.056,192,2,218,0,83,0,78920.15,27663.217,20657.113,43.855,11420.329,80.354,17122.694,4241.763,3432.600,15865.897,12692.718,9530.450,403.247,7400.442,0.000143,0.002695,0,11353,218,0,218,218,34632
2251,75.0,3857,771,24,2597,1259,0,1,1977,258.55,0.697,0.694,0.270,0.070,0.479,-0.607,1.841,0.4091,2.0518,0.585,0.002,0.024,0.089,-0.058,173,5,228,0,76,0,83018.92,29060.622,22527.679,43.546,12470.203,71.767,17941.687,4413.571,3412.861,15327.908,12262.327,9984.019,760.719,7954.633,0.000128,0.002761,0,12650,228,0,228,228,35569
2281,76.0,3949,726,24,2559,1390,0,0,2019,242.25,0.718,0.711,0.289,0.072,0.463,-0.607,1.843,0.4059,2.0264,0.603,0.000,0.022,0.086,-0.060,185,9,232,0,68,0,86843.74,30049.770,24222.079,41.894,13852.161,72.161,18904.741,4773.005,3446.562,17667.056,14133.645,10503.715,469.659,8857.830,0.000138,0.003838,0,13343,232,0,232,232,37041
2311,77.0,3989,705,24,2535,1454,0,0,2063,234.79,0.730,0.720,0.311,0.074,0.455,-0.609,1.846,0.4058,2.0152,0.587,0.001,0.019,0.086,-0.061,164,8,291,0,77,0,88910.34,31416.944,25633.307,58.930,13269.864,69.824,19909.135,5048.266,3557.606,18232.881,14586.305,13457.464,670.504,8753.032,0.000136,0.003747,0,14364,291,0,291,291,38208
2341,78.0,4063,715,24,2512,1551,0,0,2110,240.34,0.747,0.730,0.329,0.076,0.444,-0.610,1.847,0.4048,2.0018,0.597,0.002,0.024,0.084,-0.063,146,4,251,0,74,0,93122.98,31977.724,26002.958,50.002,13966.662,70.016,20604.780,5187.619,3609.762,17969.604,14375.683,11496.006,492.317,8833.646,0.000118,0.003973,0,15081,251,0,251,251,38804
2371,79.0,4174,704,24,2506,1668,0,0,2126,244.20,0.766,0.741,0.341,0.077,0.433,-0.609,1.848,0.4050,1.9726,0.589,0.000,0.018,0.083,-0.063,157,10,274,0,60,0,98278.14,33619.674,28853.485,51.714,14704.612,59.862,21750.054,5643.667,3652.199,20323.052,16258.442,12471.508,539.528,9248.142,0.000155,0.003673,0,15834,274,0,274,274,41003
2401,80.0,4246,688,24,2507,1739,0,0,2175,184.67,0.778,0.744,0.357,0.080,0.427,-0.609,1.849,0.4002,1.9368,0.592,0.003,0.019,0.082,-0.064,144,7,299,0,83,0,103017.59,34425.008,30833.087,52.434,15386.206,59.450,22775.664,5899.695,3723.361,20577.357,16461.886,13674.286,688.505,9694.093,0.000111,0.004097,0,17156,299,0,299,299,41745
2431,81.0,4377,748,24,2502,1875,0,0,2265,198.17,0.797,0.757,0.377,0.082,0.415,-0.610,1.851,0.3995,1.9247,0.584,0.002,0.018,0.080,-0.066,177,5,272,0,63,0,109381.11,35496.308,31788.649,52.937,15397.419,55.447,24049.517,6132.328,3843.807,21197.638,16958.110,12485.623,573.431,9650.147,0.000299,0.000349,0,17211,272,0,272,272,43887
2461,82.0,4470,770,24,2502,1967,1,0,2368,231.13,0.809,0.767,0.401,0.084,0.407,-0.609,1.854,0.3991,1.9124,0.588,0.002,0.018,0.079,-0.068,159,12,292,0,85,0,113108.96,36167.229,31978.466,54.040,16561.394,59.059,25411.354,6382.650,4021.289,21421.637,17137.310,13621.895,368.315,10382.052,0.000269,-0.002641,0,19103,292,0,292,292,44430
2491,83.0,4581,694,24,2501,2079,1,0,2378,224.09,0.823,0.776,0.440,0.086,0.399,-0.610,1.857,0.4017,1.8711,0.581,0.002,0.019,0.078,-0.070,160,8,319,0,83,0,117711.25,37137.807,35385.978,58.151,17340.939,48.991,26623.003,6543.351,4114.638,23237.403,18589.922,14672.426,637.972,10740.778,0.000152,-0.002707,0,19759,319,0,319,319,45777
2521,84.0,4717,605,24,2515,2201,1,0,2544,242.12,0.834,0.787,0.484,0.089,0.390,-0.612,1.860,0.3960,1.8671,0.567,0.002,0.025,0.077,-0.073,129,11,290,0,96,0,123580.46,37599.260,37868.713,51.615,17398.084,46.151,28364.551,7017.454,4290.574,23577.610,18862.088,14109.138,533.681,10619.446,0.000278,-0.006473,0,20659,290,0,290,290,47686
2551,85.0,4822,655,24,2496,2326,0,0,2700,241.82,0.849,0.800,0.525,0.092,0.380,-0.612,1.862,0.3977,1.8323,0.577,0.002,0.018,0.075,-0.075,140,3,285,0,108,0,127585.77,37918.772,36778.754,54.172,17386.207,47.586,29940.822,7332.823,4590.395,22545.272,18036.218,13296.145,424.901,10652.255,0.000255,-0.009688,0,21820,285,0,285,285,49015
2581,86.0,4980,573,24,2493,2487,0,0,2861,242.53,0.865,0.812,0.566,0.095,0.369,-0.613,1.865,0.3956,1.8213,0.575,0.003,0.021,0.074,-0.077,141,8,259,0,97,0,133908.27,39347.282,39519.963,48.695,17722.077,47.852,31815.720,7598.284,4876.953,23553.933,18843.147,12407.932,455.493,10728.271,0.000306,-0.013369,0,23007,259,0,259,259,51246
2611,87.0,5068,521,24,2494,2574,0,0,3014,254.49,0.873,0.819,0.603,0.098,0.363,-0.617,1.867,0.3950,1.7936,0.568,0.003,0.017,0.073,-0.078,129,9,311,0,125,0,136097.14,39435.751,40012.113,56.928,17807.900,40.066,33597.985,7920.156,5156.361,23777.512,19022.010,14811.623,195.058,10879.229,0.000250,-0.013724,0,24122,311,0,311,311,52071
2641,88.0,5161,496,24,2511,2650,0,0,3132,200.07,0.880,0.822,0.629,0.100,0.360,-0.616,1.867,0.3910,1.7749,0.569,0.004,0.019,0.073,-0.080,140,7,287,0,123,0,139390.33,39657.528,40431.190,49.101,17814.016,45.587,34796.010,8155.310,5428.012,22566.725,18053.381,13017.514,233.408,10701.034,0.000292,-0.012595,0,24422,287,0,287,287,52950
2671,89.0,5173,524,24,2506,2667,0,0,3251,310.55,0.884,0.825,0.650,0.102,0.359,-0.616,1.869,0.3933,1.7637,0.557,0.004,0.019,0.072,-0.081,143,9,291,0,134,0,140625.30,39736.601,38358.812,49.172,17295.529,48.155,35597.482,8153.975,5669.696,19885.927,15908.742,12637.993,410.138,10463.146,0.000285,-0.009059,0,24401,291,0,291,291,53927
2701,90.0,5226,555,24,2486,2740,0,0,3420,294.00,0.893,0.831,0.667,0.102,0.353,-0.616,1.871,0.3923,1.7432,0.561,0.006,0.020,0.071,-0.082,142,13,275,0,152,0,141557.36,39519.369,39789.020,50.003,16949.754,45.172,36403.637,8133.727,5937.502,22175.530,17740.424,12887.238,414.495,10214.624,0.000290,-0.005828,0,24758,275,0,275,275,55179
2731,91.0,5299,536,24,2513,2786,0,0,3518,241.20,0.895,0.831,0.682,0.103,0.352,-0.615,1.875,0.3905,1.7356,0.555,0.004,0.018,0.071,-0.083,128,24,239,0,157,0,143372.61,39273.484,40601.453,42.487,16804.620,43.373,37375.073,8274.411,6175.019,21522.157,17217.726,11513.373,399.638,10060.239,0.000244,-0.003333,0,24833,239,0,239,239,56458
2761,92.0,5342,472,24,2516,2826,0,0,3587,347.76,0.899,0.834,0.702,0.104,0.350,-0.616,1.875,0.3884,1.7347,0.555,0.004,0.019,0.070,-0.084,149,13,216,0,211,0,146448.14,39476.434,41350.503,35.794,16773.345,38.028,37802.837,8335.714,6318.629,21252.845,17002.277,10951.134,323.199,9805.122,0.000226,-0.002129,0,24866,216,0,216,216,57037
2791,93.0,5411,467,24,2526,2885,0,0,3651,308.08,0.904,0.837,0.720,0.106,0.348,-0.616,1.877,0.3864,1.7284,0.563,0.006,0.019,0.069,-0.085,116,13,181,0,199,0,149184.22,39479.721,41225.936,32.637,16500.057,35.156,38832.825,8633.355,6457.708,20277.164,16221.731,10040.625,519.295,9462.974,0.000217,-0.000918,0,25640,181,0,181,181,57552
2821,94.0,5500,365,24,2541,2959,0,0,3708,386.08,0.910,0.842,0.749,0.109,0.345,-0.618,1.880,0.3848,1.7079,0.558,0.005,0.016,0.069,-0.086,142,13,200,0,199,0,151913.06,39376.647,41864.161,32.483,16967.794,34.041,39799.301,8823.046,6558.797,21821.467,17457.174,9104.274,229.659,9665.077,0.000178,0.000003,0,26050,200,0,200,200,57753
2851,95.0,5535,374,24,2534,3001,0,0,3745,357.18,0.916,0.846,0.766,0.111,0.342,-0.620,1.882,0.3808,1.7130,0.535,0.004,0.015,0.068,-0.087,143,15,173,0,199,0,151530.05,38074.247,39058.651,33.003,16003.721,37.834,40625.963,8874.440,6622.615,18649.019,14919.216,8500.257,209.509,8986.328,0.000255,-0.001613,0,26016,173,0,171,171,59704
2881,96.0,5513,379,24,2524,2989,0,0,3780,393.63,0.919,0.847,0.783,0.113,0.342,-0.621,1.884,0.3800,1.7026,0.551,0.007,0.014,0.068,-0.087,135,17,176,0,215,0,149460.69,37441.102,37983.796,26.342,15643.097,31.729,41384.466,8898.412,6695.318,17107.342,13685.874,8108.339,207.475,8805.122,0.000182,-0.002932,0,25847,176,0,176,176,60510
2911,97.0,5479,398,24,2516,2963,0,0,3751,402.65,0.921,0.846,0.796,0.115,0.343,-0.623,1.886,0.3784,1.6920,0.549,0.005,0.013,0.068,-0.088,123,17,167,0,220,0,146047.39,36669.622,36796.304,26.310,14978.467,38.733,41452.122,8717.746,6690.828,16551.579,13241.264,8125.709,220.011,8388.804,0.000328,-0.000140,0,24756,167,0,167,167,62403
2941,98.0,5400,467,24,2482,2918,0,0,3740,450.68,0.924,0.846,0.810,0.116,0.344,-0.625,1.889,0.3779,1.6873,0.548,0.004,0.014,0.068,-0.089,138,34,135,0,244,0,142930.45,35357.978,35827.937,20.338,15073.253,36.651,41486.567,8615.905,6608.820,15058.022,12046.418,6287.345,346.326,7966.624,0.000272,0.003226,0,24604,135,0,135,135,61295
2971,99.0,5256,346,24,2436,2820,0,0,3627,487.84,0.926,0.844,0.829,0.120,0.346,-0.629,1.894,0.3720,1.6643,0.548,0.005,0.013,0.069,-0.089,129,31,182,0,307,0,137169.89,34196.082,36994.963,26.588,14855.274,39.763,41057.689,8450.933,6467.911,16946.371,13557.097,9151.300,400.383,8060.710,0.000161,0.003187,0,24139,182,0,182,182,59697
3001,100.0,5086,335,24,2390,2696,0,0,3415,412.75,0.924,0.840,0.839,0.122,0.351,-0.633,1.897,0.3715,1.6587,0.552,0.005,0.015,0.069,-0.089,115,33,184,0,273,0,130046.87,32713.988,34157.784,28.086,13685.040,36.442,40105.565,8148.101,6128.265,14585.635,11668.508,8849.505,311.038,7563.277,0.000180,0.004593,0,22828,184,0,184,184,58331
3031,101.0,4863,334,24,2339,2524,0,0,3206,401.12,0.917,0.832,0.849,0.123,0.358,-0.636,1.900,0.3712,1.6490,0.560,0.003,0.013,0.070,-0.089,120,32,190,0,294,0,123254.66,31549.429,32389.508,27.092,13413.139,31.597,38655.720,7632.278,5696.346,13287.065,10629.652,8632.634,241.588,7242.258,0.000128,0.003713,0,21932,190,0,190,190,56143
3061,102.0,4672,322,24,2267,2405,0,0,3090,502.12,0.916,0.831,0.863,0.127,0.361,-0.641,1.904,0.3703,1.6401,0.556,0.001,0.014,0.070,-0.090,130,39,191,0,265,0,115910.62,30022.104,31414.328,31.120,13187.313,36.142,37216.017,7229.347,5391.832,13957.012,11165.610,9096.668,96.835,6989.483,0.000426,-0.000299,0,20963,191,0,191,191,53872
3091,103.0,4445,332,24,2201,2244,0,0,2837,414.90,0.909,0.825,0.872,0.128,0.367,-0.644,1.909,0.3680,1.6306,0.561,0.000,0.016,0.071,-0.090,153,38,175,0,260,0,110272.98,28067.614,29389.170,23.067,11489.119,42.424,35740.556,6866.683,5067.608,11208.813,8967.051,7014.256,204.776,5981.848,0.000189,-0.001148,0,19194,175,0,175,175,52655
3121,104.0,4198,362,24,2126,2072,0,0,2665,543.84,0.903,0.819,0.878,0.129,0.375,-0.646,1.912,0.3618,1.6161,0.573,0.001,0.012,0.072,-0.090,142,35,187,0,237,0,103069.04,26519.581,27058.970,28.134,10322.349,40.735,33960.576,6344.177,4697.035,9510.632,7608.506,8196.565,133.991,5576.158,0.000148,-0.002816,0,17743,187,0,187,187,49652
3151,105.0,4009,339,24,2049,1960,0,0,2445,588.08,0.901,0.816,0.886,0.129,0.378,-0.648,1.914,0.3605,1.6103,0.581,0.001,0.013,0.072,-0.091,144,38,156,0,222,0,97899.13,24982.745,27222.545,23.236,9392.637,41.864,32314.309,6049.744,4373.140,10460.063,8368.051,7313.874,223.740,5031.605,0.000295,-0.006129,0,16073,156,0,156,156,48363
3181,106.0,3825,344,24,1977,1848,0,0,2166,563.68,0.898,0.814,0.889,0.130,0.383,-0.648,1.919,0.3631,1.6163,0.594,0.002,0.014,0.073,-0.092,143,36,127,0,218,0,93013.91,23340.601,23800.707,15.535,9038.486,39.847,30870.485,5715.985,3894.546,9101.175,7280.940,4926.037,123.753,4691.025,0.000295,-0.008060,0,14910,127,0,127,127,47202
3211,107.0,3640,352,24,1912,1728,0,0,1987,547.16,0.892,0.808,0.891,0.130,0.388,-0.651,1.923,0.3606,1.6155,0.584,0.003,0.015,0.073,-0.094,142,45,116,0,196,0,88433.09,21798.161,22878.572,17.392,8374.408,43.980,29406.683,5404.054,3552.142,7674.570,6139.656,4857.637,191.926,4327.593,0.000169,-0.007687,0,13987,116,0,116,116,45134
3241,108.0,3477,358,24,1841,1636,0,0,1826,582.76,0.892,0.807,0.897,0.131,0.391,-0.654,1.923,0.3595,1.6165,0.604,0.001,0.016,0.074,-0.095,142,56,107,0,186,0,82575.08,20316.802,20531.301,13.524,7896.398,47.321,28211.941,5203.334,3241.822,8613.009,6890.407,4334.025,72.139,3933.773,0.000151,-0.007918,0,12694,107,0,107,107,44072
3271,109.0,3303,377,24,1768,1535,0,0,1708,598.41,0.892,0.805,0.900,0.132,0.396,-0.656,1.925,0.3551,1.6150,0.617,0.001,0.014,0.074,-0.096,151,50,112,0,171,0,76067.34,18984.482,19250.613,14.898,7699.931,47.751,26799.850,4844.275,2963.043,7261.151,5808.921,4681.398,85.432,3931.506,0.000175,-0.007647,0,11971,112,0,112,112,42591
3301,110.0,3095,322,24,1654,1441,0,0,1535,615.91,0.896,0.806,0.905,0.132,0.396,-0.658,1.934,0.3581,1.5925,0.617,0.001,0.015,0.073,-0.098,145,71,84,0,203,0,70478.30,17550.875,18588.298,12.740,7151.220,48.099,25521.502,4573.559,2727.372,6996.123,5596.898,3833.320,138.938,3547.034,0.000111,-0.008114,0,11162,84,0,84,84,41274
3331,111.0,2878,329,24,1553,1325,0,0,1372,644.09,0.893,0.801,0.907,0.131,0.399,-0.659,1.942,0.3496,1.5954,0.620,0.001,0.017,0.074,-0.099,149,59,105,0,183,0,63352.75,16052.979,16392.775,14.112,6138.901,47.886,24010.559,4298.567,2471.444,6086.538,4869.231,4428.369,0.000,3159.166,0.000132,-0.007522,0,10225,105,0,105,105,38839
3361,112.0,2679,299,24,1465,1214,0,0,1236,646.61,0.889,0.795,0.907,0.132,0.404,-0.662,1.941,0.3498,1.5878,0.647,0.001,0.010,0.074,-0.100,120,68,69,0,157,0,57901.73,14803.923,15117.146,9.453,5149.164,46.775,22267.058,3933.198,2206.265,4555.882,3644.705,3475.063,27.047,2561.738,0.000152,-0.006144,0,8809,69,0,69,69,37254
3391,113.0,2512,316,24,1391,1121,0,0,1123,632.60,0.885,0.791,0.905,0.132,0.409,-0.665,1.943,0.3482,1.5851,0.659,0.000,0.010,0.075,-0.101,122,53,66,0,148,0,52502.63,13686.016,13187.266,7.849,4834.600,43.984,20760.592,3648.477,2016.494,4768.894,3815.115,2586.947,21.764,2292.181,0.000179,-0.004315,0,8105,66,0,66,66,35148
3421,114.0,2332,296,24,1303,1029,0,0,1005,635.41,0.883,0.786,0.896,0.131,0.413,-0.664,1.945,0.3454,1.5752,0.661,0.001,0.012,0.076,-0.103,128,85,49,0,117,0,48679.57,12437.631,12982.890,5.892,4682.440,48.346,19297.793,3369.797,1786.318,3387.709,2710.167,1916.579,39.755,2161.688,0.000084,-0.004068,0,7332,49,0,49,49,33628
3451,115.0,2160,289,24,1222,938,0,0,835,707.46,0.878,0.781,0.895,0.129,0.418,-0.666,1.948,0.3462,1.5732,0.679,0.000,0.011,0.076,-0.104,144,68,45,0,131,0,44673.81,11525.149,11513.168,5.893,4008.366,46.855,17863.130,3059.842,1549.732,3479.160,2783.328,1900.517,56.380,1924.543,0.000141,-0.003566,0,6543,45,0,45,45,31645
3481,116.0,2020,298,24,1152,868,0,0,715,630.72,0.874,0.775,0.892,0.127,0.422,-0.666,1.952,0.3450,1.5797,0.691,0.000,0.013,0.077,-0.105,128,74,42,0,94,0,41219.53,10586.515,10913.444,5.993,3534.365,57.394,16668.074,2829.051,1309.007,3382.635,2706.108,1705.446,62.530,1709.596,0.000105,-0.003621,0,5379,42,0,42,42,30594
3511,117.0,1901,311,24,1095,806,0,0,618,696.34,0.869,0.769,0.891,0.126,0.426,-0.666,1.957,0.3436,1.5867,0.689,0.001,0.012,0.077,-0.105,110,57,19,0,93,0,38247.93,9891.447,9557.135,2.002,3283.941,51.237,15542.479,2642.406,1106.506,2404.318,1923.455,1102.980,49.484,1497.471,0.000128,-0.003918,0,5011,19,0,19,19,28806
3541,118.0,1776,298,24,1036,740,0,0,506,641.73,0.864,0.763,0.886,0.124,0.431,-0.664,1.959,0.3393,1.5868,0.702,0.000,0.011,0.077,-0.106,116,61,27,0,98,0,36061.80,9148.879,9595.305,2.792,3032.061,46.654,14428.849,2430.417,922.246,2950.842,2360.673,990.919,149.700,1420.802,0.000100,-0.004230,0,4843,27,0,27,27,26947
3571,119.0,1678,290,24,995,683,0,0,435,636.59,0.854,0.753,0.879,0.122,0.438,-0.665,1.963,0.3412,1.5898,0.717,0.000,0.010,0.078,-0.108,114,62,29,0,58,0,33818.64,8795.136,8501.888,2.970,2533.678,55.537,13605.539,2313.978,778.588,2463.951,1971.160,1098.378,50.411,1203.471,0.000149,-0.006032,0,3823,29,0,29,29,26118
3601,120.0,1594,315,24,955,639,0,0,376,623.26,0.850,0.749,0.874,0.121,0.442,-0.666,1.967,0.3393,1.5827,0.717,0.001,0.006,0.079,-0.109,115,70,17,0,59,0,32068.96,8366.849,8421.897,2.534,2446.710,54.682,12866.231,2146.586,672.419,3059.499,2447.599,1014.692,94.083,1135.041,0.000145,-0.007488,0,3858,17,0,17,17,24635
3631,121.0,1530,328,24,915,615,0,0,337,722.09,0.852,0.748,0.872,0.120,0.443,-0.668,1.970,0.3383,1.5836,0.707,0.001,0.010,0.080,-0.110,122,60,16,0,40,0,32088.73,8132.370,8897.661,1.392,2304.792,51.559,12184.659,2033.013,582.118,2507.047,2005.637,599.784,50.434,1060.238,0.000089,-0.006980,0,3517,16,0,16,16,23972
3661,122.0,1468,397,24,886,582,0,0,298,697.02,0.848,0.745,0.860,0.117,0.447,-0.666,1.973,0.3398,1.6050,0.709,0.001,0.015,0.081,-0.111,127,66,9,0,32,0,31677.41,7829.106,7772.933,1.493,2150.807,50.166,11637.859,1929.783,516.551,2230.890,1784.712,444.373,73.387,966.719,0.000085,-0.006652,0,3069,9,0,9,9,23231
3691,123.0,1463,392,24,865,598,0,0,252,666.19,0.862,0.756,0.863,0.117,0.439,-0.663,1.974,0.3374,1.6200,0.722,0.001,0.010,0.080,-0.113,120,41,14,0,29,0,32821.65,7734.136,9590.345,0.990,2258.248,49.369,11393.583,1925.765,440.221,3792.606,3034.085,498.861,117.208,1047.074,0.000097,-0.007105,0,2887,14,0,14,14,22671
3721,124.0,1475,378,24,850,625,0,0,228,662.29,0.877,0.769,0.875,0.119,0.429,-0.663,1.975,0.3357,1.6232,0.713,0.001,0.016,0.079,-0.115,117,39,16,1,19,0,33882.79,7802.168,9885.053,1.188,2472.167,47.366,11594.631,1975.470,375.548,4177.745,3342.196,544.176,152.063,1149.841,0.000115,-0.007364,0,2996,16,0,16,16,22905
3751,125.0,1470,372,24,826,644,0,0,208,729.79,0.892,0.780,0.886,0.121,0.420,-0.660,1.978,0.3322,1.6132,0.720,0.001,0.016,0.078,-0.116,122,48,13,0,21,0,35197.49,7835.351,10214.587,1.487,2449.567,46.316,11875.875,2041.673,342.740,3667.561,2934.049,461.584,112.216,1169.120,0.000182,-0.008658,0,3090,13,0,13,13,23271
3781,126.0,1485,409,24,818,666,0,1,186,688.26,0.903,0.789,0.890,0.124,0.413,-0.657,1.977,0.3292,1.6324,0.717,0.001,0.013,0.077,-0.117,117,32,14,0,22,0,36836.90,8063.303,10822.835,1.499,2519.192,46.360,12105.224,2137.843,322.743,3929.030,3143.224,672.664,45.160,1178.786,0.000121,-0.009385,0,3136,14,0,14,14,23840
3811,127.0,1522,431,24,819,702,0,1,166,600.24,0.915,0.801,0.896,0.124,0.405,-0.655,1.975,0.3300,1.6699,0.727,0.000,0.014,0.076,-0.117,117,47,14,1,9,0,39121.98,8385.756,11934.769,1.227,2863.893,42.087,12372.545,2281.587,275.831,5130.007,4104.006,663.608,77.013,1340.083,0.000093,-0.010068,0,2949,14,0,14,14,24152
3841,128.0,1597,407,24,811,785,0,1,156,489.08,0.947,0.826,0.912,0.127,0.385,-0.653,1.977,0.3294,1.6753,0.718,0.001,0.013,0.074,-0.117,135,30,15,0,17,0,42606.88,8726.822,14213.090,1.286,3006.815,43.567,13179.239,2487.675,252.936,6647.428,5317.942,694.251,97.229,1415.485,0.000098,-0.009748,0,3105,15,0,15,15,25854
3871,129.0,1640,411,24,810,829,0,1,151,473.08,0.960,0.842,0.923,0.130,0.375,-0.651,1.979,0.3285,1.6700,0.718,0.002,0.019,0.073,-0.119,119,53,14,1,13,0,46252.01,9041.023,14847.306,2.094,3155.067,39.445,13878.106,2664.619,243.252,5879.287,4703.430,637.383,173.758,1472.323,0.000099,-0.009569,0,3156,14,0,14,14,27085
3901,130.0,1733,409,24,819,913,0,1,155,481.57,0.983,0.860,0.937,0.133,0.361,-0.653,1.978,0.3267,1.6956,0.701,0.002,0.016,0.072,-0.120,130,31,19,1,8,0,50304.16,9532.724,16523.925,1.629,3707.160,39.121,14717.747,2891.156,252.357,7176.249,5740.999,795.816,165.531,1748.268,0.000208,-0.011232,0,3491,19,0,19,19,28650
3931,131.0,1833,367,24,815,1017,0,1,156,462.59,1.013,0.884,0.948,0.135,0.343,-0.653,1.981,0.3307,1.7051,0.712,0.004,0.013,0.070,-0.121,135,46,18,1,18,0,54982.01,10087.668,18651.656,2.232,3842.437,38.409,15960.131,3283.040,255.603,8756.217,7004.973,856.430,155.179,1802.081,0.000134,-0.011733,0,3847,18,0,18,18,30603
3961,132.0,1925,366,24,821,1103,0,1,156,384.03,1.031,0.902,0.958,0.139,0.332,-0.653,1.983,0.3288,1.7428,0.688,0.009,0.012,0.069,-0.123,129,47,34,0,13,0,58988.05,10305.751,19646.663,3.566,4023.261,37.654,17044.926,3566.620,252.142,8818.810,7055.048,1300.529,41.900,1980.061,0.000204,-0.010490,0,3840,34,0,34,34,33041
3991,133.0,2027,365,24,831,1195,0,1,171,308.38,1.048,0.915,0.970,0.143,0.321,-0.653,1.982,0.3232,1.7253,0.694,0.007,0.015,0.067,-0.124,127,44,25,1,13,0,63517.43,10970.571,20776.056,1.928,4161.051,33.440,18238.962,3850.107,272.854,8682.781,6946.225,1024.979,73.725,2021.993,0.000123,-0.010380,0,4047,25,0,25,25,35109
4021,134.0,2153,364,24,845,1307,0,1,196,252.82,1.066,0.929,0.979,0.143,0.309,-0.651,1.984,0.3244,1.7308,0.692,0.007,0.011,0.066,-0.126,120,46,30,0,12,0,67701.57,11692.626,22385.308,2.370,4967.873,33.695,19517.449,4163.858,302.632,10164.374,8131.499,1154.628,250.358,2474.363,0.000116,-0.011413,0,4688,30,0,30,30,36487
4051,135.0,2278,313,24,853,1423,0,2,222,261.14,1.085,0.945,0.986,0.146,0.297,-0.648,1.984,0.3202,1.7298,0.676,0.007,0.012,0.064,-0.126,125,55,21,0,20,0,73720.01,12192.117,25678.823,2.350,4981.445,30.768,20988.822,4548.371,345.748,10573.621,8458.897,1030.667,381.128,2445.390,0.000189,-0.012521,0,5174,21,0,21,21,38686
4081,136.0,2420,300,24,869,1548,0,3,268,319.50,1.104,0.959,1.000,0.148,0.287,-0.648,1.981,0.3214,1.7326,0.679,0.009,0.012,0.064,-0.126,123,61,29,1,13,0,79319.99,12894.330,27003.784,3.385,5233.208,28.854,22573.418,4996.903,409.935,11667.113,9333.690,1238.954,171.569,2577.314,0.000151,-0.013631,0,5307,29,0,29,29,41606
4111,137.0,2532,315,24,889,1640,0,3,319,290.29,1.116,0.969,1.008,0.149,0.282,-0.649,1.981,0.3208,1.7429,0.654,0.007,0.013,0.064,-0.126,123,55,53,1,24,0,84012.47,13626.689,29008.146,6.254,5725.961,33.161,24253.164,5488.093,498.196,11645.578,9316.462,2191.266,253.300,2935.479,0.000178,-0.013755,0,5708,53,0,53,53,43704
